Date,V7.3 (no overlay),CHAMPION V7.3+V2 tuned,CHAMPION V7.3+V2 original,"B1 dip5 + quality + trend, n5","B2 RSI dip + quality + trend, n5","B3 dip5 + quality + trend, n3","B4 dip5 + quality + trend, n5, hold4w","B5 dip5 only (no gates), n5","B6 dip5 + trend only, n5","BLEND 50/50 champion + B4 dip5 + quality + trend, n5, hold4w",CONTROL SPY buy&hold,CONTROL QQQ buy&hold
2024-07-15,159543.33162691156,159543.33162691165,159543.33162691165,114597.78845777757,137271.09082749285,127141.35880329182,104852.13233607491,89435.67370921173,118593.20386567675,129748.62761008432,119558.1957475792,123239.52368654226
2024-07-16,157665.28618392983,157665.28618392991,157665.28618392991,113504.44385003544,135777.68230803334,125576.4578164675,104158.85358631861,89127.98796683077,117824.76442909158,128556.02053746946,120267.18973863695,123286.71870955193
2024-07-17,149570.5020559394,149570.5020559395,149570.5020559395,110270.31036291194,128881.44031664953,122004.86817517724,99453.3063541365,86995.16078032288,115512.70230903044,122352.02159351225,118580.92117603394,119667.65031322987
2024-07-18,150239.51784270187,150239.51784270193,150239.51784270193,108897.28101406395,129802.66043943248,122115.51376438567,98617.67325125964,85961.29381481862,114749.23391215088,122111.63944842594,117669.64253644676,119101.31761742604
2024-07-19,149268.137200935,149268.13720093505,149268.13720093505,109525.18984191945,128772.5866016906,121929.60027956624,98348.65642353424,85826.45722869993,114240.64338641088,121550.3274530241,116888.2671977204,118045.65303592636
2024-07-22,153091.64524909592,153091.645249096,153091.645249096,112044.30329196225,131239.4694760632,124981.97486808777,100024.117189511,86483.69414812556,116872.04313905357,124142.44658873476,118093.36808063716,119804.2702778465
2024-07-23,153508.99953282607,153508.99953282613,153508.99953282613,112565.28627909142,131832.55405403586,125940.67792695088,100759.3455344692,86276.23096271417,117415.47412445418,124767.91866297851,117908.13781323457,119382.00141312178
2024-07-24,145412.24972370634,145412.2497237064,145412.2497237064,107816.13330580851,127713.41818862909,119011.25142078329,97200.21456667385,83041.64006992796,112461.6907114665,119273.91627913657,115236.04088262409,115099.73151292645
2024-07-25,142300.78191550547,142300.78191550553,142300.78191550553,105406.08151454723,124896.07863435619,115958.279097994,95117.53311762812,81716.86377493972,109947.7951483723,116720.00649661227,114635.62556454391,113830.44615670218
2024-07-26,143349.11006528384,143349.1100652839,143349.1100652839,105689.94297820133,125856.06207557309,116045.30306437527,95640.60401858012,83337.82280572747,110243.88757119948,117470.87761419098,115919.49321083978,114997.89002013255
2024-07-29,143423.8770796355,143423.87707963557,143423.87707963557,105496.98411361579,125969.19122068824,115822.01719201865,95434.50128666332,84524.40222116117,110701.54737856022,117374.93925903921,115987.63091765075,115228.8924504564
2024-07-30,140382.9760202318,140382.97602023187,140382.97602023187,103306.54831593457,124424.15300810848,114146.99448153017,94516.14078755389,83398.95256631063,107278.51399592325,115565.89005261293,115399.98643099162,113646.63874938799
2024-07-31,148742.23102734002,148742.2310273401,148742.2310273401,107287.0502111884,128316.98449834438,115846.48135593934,96291.474872352,84820.88748588432,111771.65086346141,120091.99747241594,117275.74220480422,117009.86403270026
2024-08-01,145359.74790418893,145359.74790418902,145359.74790418902,105821.44111818487,126707.14288470962,115889.66139953102,95752.32463139546,83584.1113488461,108773.25591405598,118390.31078484848,115615.01530504329,114175.71421131893
2024-08-02,141853.87693516805,141853.87693516814,141853.87693516814,102362.55788720006,123212.35718786638,111738.85159755628,92364.29584292119,80456.70950295715,105121.60089818813,114868.09039070294,113462.46506312914,111465.76022305523
2024-08-05,137628.06319369972,137628.0631936998,137628.0631936998,100186.80422103177,120132.0972154934,110446.48081082216,90963.96301250413,80465.51305260742,100518.77788861093,112286.37939539847,110158.01908441121,108142.27851597805
2024-08-06,140985.13837350215,140985.13837350224,140985.13837350224,104109.96245637425,124366.26912536364,115789.09723018101,94055.51198837726,81455.30218355068,104188.0352101228,115563.95697525202,111173.61945316897,109175.58875715401
2024-08-07,135378.80357970428,135378.80357970434,135378.80357970434,101771.20363865494,121358.93965868083,113616.67705483251,92503.93316705358,79802.39593185826,102082.87519075214,112313.03616086385,110430.53665428162,107993.2420001745
2024-08-08,142589.04839736441,142589.0483973645,142589.0483973645,108002.28368667357,129131.94401475014,122341.3555358459,98908.62543531993,82769.73690158343,107995.11752434142,119192.0270540886,112983.3992494476,111296.8557092902
2024-08-09,144875.83696170762,144875.83696170768,144875.83696170768,110036.34193371126,132745.58102447545,125835.78787940336,101896.50899733411,83523.72734782132,110218.4918830561,121948.11269210528,113481.59470436191,111878.09129864315
2024-08-12,145060.43656221597,145060.43656221603,145060.43656221603,110266.46742476056,133442.17185774574,126292.62005352128,101619.85909477138,83465.73515138755,110464.25704208705,121860.26024352122,113541.24512945765,112119.03151810379
2024-08-13,150422.90837178208,150422.90837178216,150422.90837178216,112819.12476703455,137536.4285800226,130341.73122269542,105495.07000900978,86599.64859815009,112728.52625382331,126436.20696841767,115408.47371270685,114901.01363175102
2024-08-14,150710.01077222248,150710.01077222254,150710.01077222254,113071.3933394991,138395.13298469296,130415.2456903564,106546.72642302667,84700.97084164814,112883.71859294348,127187.07417010142,115772.60204359908,114938.27844593597
2024-08-15,155223.50124202043,155223.50124202052,155223.50124202052,114500.26826312563,141832.05658245002,133017.45219077077,108919.8065731588,87973.16917185995,114411.21521227072,130507.98274914421,117756.94979333869,117841.97763065065
2024-08-16,154751.8445407837,154751.84454078376,154751.84454078376,114815.2352463094,141536.22082247675,133828.53400850575,109755.81977110002,88580.96822653255,115076.48016159974,130810.56079855168,118020.97343001916,117993.49290850434
2024-08-19,157476.4860063412,157476.48600634126,157476.48600634126,117125.85878103807,143023.5184809023,136780.35586630777,112683.06337098154,89681.74437320826,116724.11747621333,133706.51231627222,119149.39611261213,119543.45448011225
2024-08-20,156407.03648999686,156407.0364899969,156407.0364899969,118344.66886700946,145659.08386092386,135674.9394891145,111132.12800447279,89442.40496189767,116330.55126912131,132332.3526613037,118955.65195759552,119292.5840518269
2024-08-21,156814.54943140128,156814.54943140133,156814.54943140133,117793.8868925199,144577.9918937952,135602.3796225855,111353.64982420756,90145.13474707845,116529.0587325114,132636.63658677877,119364.46489551198,119848.97895849393
2024-08-22,154637.60545414733,154637.6054541474,154637.6054541474,117159.1447899243,143155.1004094274,135759.65219162937,109494.95177943008,93334.87396162139,116730.78194061936,130609.01171635045,118427.61798718394,117948.7842278569
2024-08-23,157153.8473433485,157153.84734334855,157153.84734334855,117448.07567324783,143802.08037754218,135981.95224669116,111072.13286759685,94772.02636855167,117189.95397022048,132612.29319885583,119685.98387948592,119227.99979290587
2024-08-26,154308.10853295506,154308.10853295514,154308.10853295514,115709.30519044212,142309.19405212312,134223.24926026305,108836.02058160806,93506.11735044583,116162.26936111426,130076.74260317387,119400.64891787159,118070.4937186123
2024-08-27,154786.48995511906,154786.48995511915,154786.48995511915,115862.7009563781,142124.35821419177,134073.44355998916,109224.19463396259,92182.00333227213,115857.02095933912,130510.3381903103,119564.59446623911,118423.21322000363
2024-08-28,152786.3129100503,152786.3129100504,152786.3129100504,114640.32399134919,140003.98074866255,132829.65871505777,107153.50798331447,89747.5444206073,114747.00816467428,128429.98384469273,118870.51308145528,117079.41339603363
2024-08-29,150804.38982982707,150804.38982982712,150804.38982982712,115673.99725348089,140568.6662450942,134150.17559596157,106317.46371165541,90809.62067351992,115945.96143475523,127095.9708784324,118881.12883507402,116908.02253990636
2024-08-30,153300.05289975362,153300.0528997537,153300.0528997537,117518.99292199872,142660.8001722581,135544.97768824798,108079.56380004434,91468.0597410043,117431.7012409672,129200.86799491463,120015.97684222569,118301.49614893616
2024-09-03,145824.13791585504,145824.1379158551,145824.1379158551,113062.81291672438,137778.6769275518,129810.06260362147,103398.00471531949,86224.18307643637,113007.48049367152,123252.30432496221,117546.17786309402,114709.75477766225
2024-09-04,145144.78998681364,145144.78998681373,145144.78998681373,114461.63754682757,139202.4829876117,132640.910008007,104610.64209016267,84302.40047656541,115320.26112362448,123687.95074566005,117305.5807203015,114411.68174605515
2024-09-05,144769.37726794032,144769.3772679404,144769.3772679404,114548.77614814694,139502.9893346859,132234.22713943053,104494.76494516167,85527.99786820689,116390.75435565811,123459.4885930502,117020.24575868716,114518.49592357347
2024-09-06,138369.50639586954,138369.50639586963,138369.50639586963,108278.58628809002,134243.73774490366,123372.91576544892,99094.91435087717,80853.47216511983,108750.25356083094,117540.64610364208,115050.78400932271,111450.8573295061
2024-09-09,139850.47639770602,139850.4763977061,139850.4763977061,110689.52197118795,138444.31318057718,127486.11298577714,100576.42382704529,82766.54696609935,111164.87361035994,119048.3057232077,116338.94850827377,112884.07451477095
2024-09-10,140030.15542772072,140030.1554277208,140030.1554277208,111903.77229051692,140349.01912437862,130799.46634989709,102968.81136307455,85742.73098159593,112839.79498947346,120540.66889239417,116845.6844567009,113927.32254508372
2024-09-11,143995.59606948748,143995.59606948754,143995.59606948754,116341.96134271722,145374.66210737822,136630.34414240628,107211.36930957473,89808.69375747358,116957.91048517705,124730.71289735686,118044.39992390713,116401.30141829913
2024-09-12,146284.59141271742,146284.5914127175,146284.5914127175,118600.87862413605,147989.69687366235,139834.77418597505,109441.46673246103,90960.36360509647,119142.01234124451,127019.34864370876,119038.70227068043,117543.90459904356
2024-09-13,146703.24210597127,146703.24210597135,146703.24210597135,118984.01367194853,149072.44081052125,140976.63963351332,110659.443980262,91964.52732175447,120321.0970782221,127907.90747075551,119660.40230779567,118070.4937186123
2024-09-16,147115.5110998365,147115.5110998366,147115.5110998366,118586.59437705671,147271.75244549182,139999.41178951826,110324.14470127378,91700.59600850372,119825.36132123106,127893.85126366031,119837.11868758422,117548.86970345592
2024-09-17,146037.9375423184,146037.9375423185,146037.9375423185,117307.55732300396,145662.03471968957,139451.9815528324,110437.7882638872,91602.48762455839,119495.85285164273,127491.33165900821,119886.08684431425,117610.96762001472
2024-09-18,145757.95272987924,145757.95272987935,145757.95272987935,117110.70636411117,145018.72850766988,140220.14078480747,110653.91297625932,91565.28752205732,119799.1880499594,127493.86717592708,119530.56552168181,117101.76773635737
2024-09-19,149490.53205442242,149490.53205442254,149490.53205442254,119004.91347477313,148245.45852537878,142913.68534853612,112668.01175034238,91796.96759905748,120980.81317590232,130286.6108838682,121570.25354091256,120062.59215290642
2024-09-20,148072.95798819832,148072.9579881984,148072.9579881984,119740.50661512815,148720.5197261995,143161.66398445246,112805.20919541107,93163.73454525332,121026.78155483303,129748.20230738787,121360.10684928956,119834.07606494479
2024-09-23,146301.1675630106,146301.16756301068,146301.16756301068,119255.26413993211,148346.7632099914,142243.66852343216,111443.45568235988,92285.5429677731,121008.78499248535,128188.79864067219,121663.37418669093,119983.11258074833
2024-09-24,147968.323148661,147968.3231486611,147968.3231486611,120502.5915065223,150186.98386169676,144686.82159295207,111814.18771219751,95466.67172545094,122432.72157487491,129132.39674412027,122011.49906945869,120561.86182773908
2024-09-25,148962.23531680333,148962.23531680342,148962.23531680342,120973.65213027562,150830.82349796285,145914.5535858189,111610.19050726053,95307.637280458,123328.20376659819,129448.29526412762,121742.38040315919,120673.64110966977
2024-09-26,148544.6710950647,148544.67109506478,148544.67109506478,119911.27645124028,149835.70670954481,144871.31308579582,111125.7698863533,96723.18511061011,122282.21539716703,128985.94186525005,122225.0513161273,121580.2691753659
2024-09-27,147296.31403064713,147296.31403064722,147296.31403064722,117714.51102942693,147076.89991070813,142035.6578436469,110728.77892237638,96576.66587067721,121087.98730434215,128213.55055594859,122047.78951541346,120904.64353999362
2024-09-30,147664.77973567435,147664.77973567444,147664.77973567444,117383.64201814303,147236.85966592,140906.07681495982,111587.77534320256,97769.67490328194,120418.85650398236,128871.23406762329,122536.8591470415,121232.52235869902
2024-10-01,146210.1646285903,146210.1646285904,146210.1646285904,115602.67655114192,144800.99494992231,140116.18316739972,110363.13903108865,97452.09647494418,120088.66279736512,127529.33409851814,121439.1263687072,119543.45448011225
2024-10-02,147027.39056224062,147027.39056224073,147027.39056224073,115836.65869568396,145407.46875936547,140576.9239706762,110349.80825911461,97350.15409765998,120226.73776691781,127878.03768340709,121490.3826327335,119712.36657418941
2024-10-03,149741.6740939965,149741.6740939966,149741.6740939966,115789.81983956665,145248.67679261471,140019.64940579547,109716.24637144385,96877.19239083593,119569.11483122039,128691.3214471487,121268.27658960268,119622.94163258243
2024-10-04,151341.946071831,151341.9460718311,151341.9460718311,115793.25671239277,145428.2198057665,139189.6923545402,109437.76066599437,96612.78477774907,119816.05598535354,129215.65163196845,122370.29291764277,121046.22860902261
2024-10-07,149646.0587147444,149646.05871474452,149646.05871474452,115032.99663940202,145186.1932571888,137864.42000736174,109327.0168506986,97090.2994698729,118297.2255257347,128426.2990202817,121264.00634284627,119749.62380806226
2024-10-08,154375.35531791145,154375.3553179116,154375.3553179116,118236.01849987,149874.19440378394,141147.56363412738,111148.43532358544,95422.95485400624,119526.45024423151,131525.44991530094,122410.86691330335,121538.0392567686
2024-10-09,155133.65638744447,155133.65638744461,155133.65638744461,119550.97989786098,150979.2339632315,142416.30248262975,111858.56343515895,95421.9228888656,119707.55723265426,132268.6388907453,123258.73039311546,122494.34868783661
2024-10-10,155397.90068294073,155397.90068294085,155397.90068294085,119238.57718240656,151153.95162560654,141370.63027579366,111240.93796009953,94611.3052214744,119369.8917208197,132016.12795872867,123043.03637159395,122355.24996116986
2024-10-11,156312.93924559752,156312.93924559763,156312.93924559763,120496.62613273706,152921.19838790956,142261.60338264535,112658.87014549045,95387.5478055719,118238.72110203869,133246.17864114602,123779.83352689125,122546.50881525862
2024-10-14,157658.43051056523,157658.43051056535,157658.43051056535,120705.14545913643,154640.5499059597,143003.48550909164,112902.33453904615,95232.20670471473,118491.24727434714,133963.6262303826,124792.16137009737,123574.85395202224
2024-10-15,155748.65960866038,155748.6596086605,155748.6596086605,119270.20261025791,155109.5444440745,143359.42461700627,112310.18446261664,95321.60946383738,118733.18125971647,132800.94628311065,123822.56260035413,121923.05088762044
2024-10-16,156046.67224334355,156046.67224334367,156046.67224334367,118902.88552734528,155120.7162815065,142126.87878328125,111840.75292683484,95954.6684768896,119092.66386449384,132650.4591148224,124360.72011525676,121937.95378116958
2024-10-17,155742.78294613337,155742.78294613352,155742.78294613352,117603.37725441826,153933.14309145923,141573.1655499671,111630.36624016434,95266.81313611564,118876.72021620584,132396.52946347854,124371.42898952127,122022.40603805211
2024-10-18,156966.9464367426,156966.94643674273,156966.94643674273,119562.54013158134,154940.14189759296,142283.13619543263,111963.62763675224,97373.66608332595,119059.14399708637,133114.48690212666,124849.81635278357,122822.227506542
2024-10-21,158116.22089328425,158116.2208932844,158116.2208932844,120527.16342210489,155933.10991195217,142719.02301811092,112224.82606254982,97537.14883125824,119078.93708528223,133757.07361619588,124644.79129667839,123058.20262159029
2024-10-22,157537.15790780244,157537.15790780258,157537.15790780258,119366.86073807221,153809.40021521095,140331.18451380817,111359.75827701656,95728.45198927204,117748.54477288578,132996.62401036473,124578.59582047936,123192.32866353261
2024-10-23,155020.34459772788,155020.34459772802,155020.34459772802,117606.44046637604,151743.01495301194,138798.86358624898,110135.37301886232,95059.22279788871,117152.17759874872,131203.10730119428,123440.2491376363,121304.55048408252
2024-10-24,156053.62476046564,156053.6247604658,156053.6247604658,117146.75091299176,150161.98694814174,137393.42984115522,109983.5109825688,94988.17295289776,116497.00681788755,131549.9152748334,123707.22602908291,122288.1869401987
2024-10-25,157761.64769324067,157761.64769324084,157761.64769324084,119574.84486671684,152434.1972480396,140304.27696265574,112370.98601874402,96506.26167308804,118169.11634624717,133697.64359435797,123664.51025856943,123033.36193890437
2024-10-28,158045.27233937584,158045.272339376,158045.272339376,120014.1546415065,155845.5184074457,141659.4653639627,114230.10948859114,98432.74108340972,119264.78315655931,134923.80606507172,124046.79711538846,123053.22993686586
2024-10-29,159352.26717231428,159352.26717231446,159352.26717231446,121332.04468095377,154700.82539525238,143435.04099108986,113494.01776776316,97435.51326296593,120288.94341743774,135046.97880567654,124247.55192473723,124235.57669384537
2024-10-30,158666.99456440093,158666.9945644011,158666.9945644011,118925.82107535009,153182.65405574185,142482.8358951544,113654.93707595216,95749.21186697225,120791.08292845968,134852.3425435462,123871.67708952753,123296.65649868872
2024-10-31,153284.4167673047,153284.41676730488,153284.41676730488,117026.90667343307,149748.20320097974,139547.7697298595,110418.49575819893,94432.9559617568,118703.78401102174,130644.96504276757,121443.39661546361,120184.30922397389
2024-11-01,154322.0080420905,154322.0080420907,154322.0080420907,117032.33892261007,149100.8808239033,139835.20556193535,110741.3952370939,96779.79723705798,119862.65493637553,131278.16090312548,121955.95925572659,121073.54805375868
2024-11-04,153548.20906498752,153548.2090649877,153548.2090649877,116594.67326200874,148616.71018426405,139542.2772663865,109611.82507015669,96291.52768998076,119624.20777864639,130279.5111377105,121693.27921693519,120720.83613267941
2024-11-05,162712.13131492512,162712.13131492533,162712.13131492533,123882.29070769505,151090.30477423128,153348.41758570212,117807.90955701146,102217.36321435637,127723.0888399376,139037.8639871369,123164.74505562628,122260.85991515053
2024-11-06,168430.95867681407,168430.95867681428,168430.95867681428,128082.43556350509,153567.1851407288,161828.6124936866,119749.01902275825,107710.80270834609,135638.7871103721,142626.69576902367,126227.3234598843,125581.8552798655
2024-11-07,171503.64101224745,171503.64101224765,171503.64101224765,129991.13937206667,156225.98149898348,164508.21491512304,121576.50806854102,109748.32707819257,138353.89440984186,145015.97619697696,127203.33425123684,127559.05082061047
2024-11-08,173321.34698490388,173321.34698490408,173321.34698490408,132047.65652707877,157542.59171956725,166883.5248624312,121591.75585646923,113350.34109036399,141900.70218397153,145793.55627375198,127754.32911230749,127708.0949167261
2024-11-11,174302.77669881794,174302.77669881814,174302.77669881814,132762.55987937422,158229.5264029778,169457.27401545603,123508.53681345466,116218.0979935441,145348.624815354,147355.4831819773,127876.07770518801,127633.58044898037
2024-11-12,174821.71280073872,174821.71280073893,174821.71280073893,131568.84567715527,155918.37958731077,166102.97385005525,121698.49500468465,114444.33705167801,142874.86722299637,146495.07560652916,127478.83833324687,127402.56285803235
2024-11-13,174500.2219860845,174500.2219860847,174500.2219860847,135229.12960774283,161041.14185563565,174026.28320758318,125840.26082470009,117924.55056277753,146796.85286870447,148853.21005000704,127540.76356268948,127238.63102899173
2024-11-14,172934.37238443023,172934.37238443043,172934.37238443043,132498.46402880858,158029.59229481465,168292.24413801267,122732.65406519551,115476.6470205299,143486.23334271385,146347.40083162326,126720.67664121813,126354.35730361934
2024-11-15,174323.74803765665,174323.74803765686,174323.74803765686,128423.75699493148,154287.05303005147,163463.4514969295,122956.02758478426,114461.23039825662,139202.08364333273,147068.46337443363,125097.55717940224,123343.8515216984
2024-11-18,170986.83339243,170986.8333924302,170986.8333924302,128518.63429060183,151116.67973328257,163788.87908249415,122460.77000686865,115388.52660715353,138465.0093263674,145364.67679825667,125610.11981966521,124200.79822202264
2024-11-19,174460.89559500723,174460.89559500746,174460.89559500746,130532.63939567872,153233.84896334467,167023.94481849967,122587.7673120208,117684.92993740135,140397.53958611866,146916.79086925834,126069.28442104899,125055.26616029677
2024-11-20,173795.76175759127,173795.7617575915,173795.7617575915,130189.83819330753,151858.6573466358,166327.700831151,123082.94218082713,119984.65110021428,140467.85353936878,146933.45418441828,126111.97358566368,124983.23803491324
2024-11-21,172041.86756955646,172041.8675695567,172041.8675695567,129453.7692612962,148473.98594290152,166622.20772883296,123394.64411847015,121601.462364472,141571.9745853411,146378.10136213148,126788.98728637127,125432.82634437403
2024-11-22,172711.92104019702,172711.92104019722,172711.92104019722,127114.22807991307,149059.6383550748,164483.34715189933,123673.20941397727,123888.48491478417,140817.5208503388,146828.37701328192,127181.9830174548,125634.0229875996
2024-11-25,173347.9919731393,173347.9919731395,173347.9919731395,127426.74892217305,150237.12661973457,163243.5625981161,125216.76533049495,126499.98540229394,141441.05762576283,148015.02686275926,127613.39766639662,125832.73328846294
2024-11-26,175417.59907015233,175417.59907015253,175417.59907015253,128890.75764763638,151336.40580444908,165947.23359469726,127104.81238660554,127495.49032313624,143985.35911032252,150014.50711152513,128279.70249283969,126508.35892383523
2024-11-27,175177.28913871894,175177.28913871915,175177.28913871915,127733.30118277718,150198.86579103512,164563.42724217704,126405.2357157088,127197.71920677942,143270.71257521416,149498.91730707642,127891.03022031015,125512.30591653215
2024-11-29,176758.86195112226,176758.8619511225,176758.8619511225,128562.3451150687,151336.28995957036,165790.11012837986,127071.70660960117,128945.10476384251,144081.25660442875,150567.90234778883,128685.49566124305,126615.16552104146
2024-12-02,177609.95114809633,177609.95114809656,177609.95114809656,129735.65396096784,153248.1340310866,167270.99610366725,128557.82239222094,130736.98518482453,145887.77169419127,151810.84558235522,128916.1421978867,127993.7362365221
2024-12-03,182285.16373162795,182285.16373162818,182285.16373162818,130167.37859663703,154127.0882832256,168822.10213036442,129240.16939795496,131060.80866872666,146238.85192986898,154211.78157208665,128975.95225837521,128386.19931414853
2024-12-04,183409.98171429546,183409.9817142957,183409.9817142957,132457.410509162,155830.6682579344,173289.6424813079,130560.11016771359,133305.71928440532,149624.1098002243,155475.06403014433,129776.82972091742,129973.42569994138
2024-12-05,183845.06472200117,183845.0647220014,183845.0647220014,131990.03408909944,154975.14891743177,173007.16212229634,130090.14933831125,132742.64853415315,150122.63688667517,155379.65006226033,129563.25086835002,129613.25475177549
2024-12-06,188045.18703805408,188045.18703805434,188045.18703805434,133612.60424109834,157698.35233761946,175448.59951314458,132337.1567867223,134184.04956680702,153383.88359217404,158496.46358424876,129808.87652601459,130773.23958811919
2024-12-09,184899.93122106144,184899.9312210617,184899.9312210617,131493.92613053115,157121.64620693005,171944.31894467655,130939.51759339854,134942.85979439027,153967.61808133704,156333.9961608468,129140.41662176921,129754.83982080445
2024-12-10,181650.01822201244,181650.01822201267,181650.01822201267,132050.759843147,158645.73323637593,173270.85892304173,132213.55934173503,134344.86730356354,155138.97357229533,155720.65077133893,128738.89370012225,129312.69537780617
2024-12-11,184941.03686955327,184941.0368695535,184941.0368695535,132972.4950182813,161899.34345292652,174409.4248892788,136293.9264138148,132093.20589972445,153792.95024726418,159534.19503261748,129734.12725335333,131627.70752639332
2024-12-12,183990.44258540415,183990.44258540438,183990.44258540438,132947.59718061963,161255.35098853853,175152.40516367776,135890.14748164994,131149.01397687037,152937.80487220644,158887.87848138524,129065.66734910797,130778.21227284364
2024-12-13,182937.53937816177,182937.539378162,182937.539378162,131665.0910925103,159423.76100811275,173401.06250918529,141186.11927997385,130778.901285908,151717.34512035837,161529.37765505025,129040.00595972133,131779.23796487116
2024-12-16,183417.78757827074,183417.787578271,183417.787578271,132352.7424140602,159539.35029672537,175272.96020058208,144609.02962125497,130493.06331594037,153328.86771118577,163699.45708968802,129591.02742669077,133676.93877283388
2024-12-17,181423.7417781679,181423.74177816816,181423.74177816816,131352.2738722384,158421.1095206358,173640.68399084307,143866.9842218872,128968.58985802933,151698.97687573486,162389.61622455498,129057.11355264575,133088.25173670636
2024-12-18,175399.76955005093,175399.7695500512,175399.7695500512,126695.1763138446,153498.89440026766,166533.61699053884,138549.6053426779,123531.57064277223,144087.76822850545,156692.6422961699,125210.75197582056,128286.83658340477
2024-12-19,176775.32033987468,176775.32033987495,176775.32033987495,127475.07852247285,154576.11464362283,168028.59576643634,139686.74094506394,123115.14530461679,145099.2426623243,157950.08515213686,125172.30645206348,127715.53878318859
2024-12-20,180996.032199752,180996.03219975226,180996.03219975226,129029.57866644271,157160.806441992,169723.6422389893,141262.46135261064,125230.3807025723,146882.9614440432,160726.5731231467,126675.75258110475,128830.81493888487
2024-12-23,182877.10465904739,182877.10465904765,182877.10465904765,130214.49845103957,158292.30960988402,172311.1350553045,142230.71568269902,125264.11502513896,147693.17811143573,162112.61371922522,127434.31336161541,129876.54931155985
2024-12-24,185153.3052850909,185153.30528509116,185153.30528509116,131513.33777775813,159974.161530011,174267.18617015457,143503.14608662523,126036.50088603598,149329.03246054702,163846.6395740973,128850.74489865148,131637.65289584218
2024-12-26,184842.67083496056,184842.67083496082,184842.67083496082,131183.54259121983,159917.05853143547,173637.47820182983,143174.52594420858,127492.4319870934,150741.23624240374,163521.59237869977,128859.31199806309,131548.22037392316
2024-12-27,181041.74567260963,181041.74567260986,181041.74567260986,129969.94173263489,158366.12571142567,172055.67085794028,141020.36033639836,125190.54372468698,148249.56082637154,160610.19171007405,127502.89006575648,129799.54850145189
2024-12-30,178742.28630272206,178742.2863027223,178742.2863027223,128369.83791725137,156604.22984873704,169320.2822422578,139480.07793955243,122954.90940263329,145718.68885240512,158713.090028459,126047.87997546936,128073.22338899228
2024-12-31,176659.17852676375,176659.17852676398,176659.17852676398,127573.91922518774,155854.61069429957,167986.45994504445,138172.4201742725,122394.60268611663,144013.72896815347,157044.26296259486,125589.31400680845,126985.27425834416
2025-01-02,178988.73882433196,178988.7388243322,178988.7388243322,128204.39816037659,155862.9334970063,168351.61828770986,139864.58140812253,122884.68703763885,142379.80412024085,159041.35448512476,125280.71218669892,126736.88259210894
2025-01-03,184681.8728180132,184681.87281801342,184681.87281801342,129896.42900546707,158265.80015499168,171468.69484986475,142632.17491055105,124495.69971182919,146411.31520192613,163144.21460534888,126847.16108408396,128810.95452123544
2025-01-06,185362.46948492507,185362.4694849253,185362.4694849253,129599.3184062763,158298.5049580419,169754.24829593502,144351.06340667003,123502.78164693435,145614.48516367216,164427.868807736,127577.89209445626,130291.3591491979
2025-01-07,177809.0402914123,177809.0402914125,177809.0402914125,125916.82510422861,155358.33673223853,162265.05830401284,139650.295991034,120174.00183606069,140262.11762630782,158400.40898062143,126135.74595623596,127966.41679178603
2025-01-08,177655.54630612902,177655.54630612922,177655.54630612922,124922.21553815379,155763.99662307638,160294.51442020686,139346.43785298473,119302.78388369628,139349.4871293166,158159.7114680621,126320.01841128197,127988.77871242183
2025-01-10,175277.204116129,175277.20411612923,175277.20411612923,123428.4900930757,154293.2164817871,158554.07763496388,138506.7410514615,117791.91997287539,137732.97864495666,156624.5069734,124391.42332246482,125981.7698042665
2025-01-13,173455.0213063703,173455.02130637053,173455.02130637053,121958.39582643962,153160.4133505988,154859.29352414887,136475.0047844427,118021.04558924543,136643.64332626545,154661.62070394566,124584.31608872004,125576.89017545314
2025-01-14,173256.00860289516,173256.0086028954,173256.0086028954,122983.10457745894,154750.3054008533,156972.76641557825,136888.6269249721,120456.19848072118,138014.45040368766,154807.2662547143,124755.72459169923,125457.65944674789
2025-01-15,178028.63539570555,178028.6353957058,178028.6353957058,125775.72249264114,158530.99443453306,160845.69818883936,140355.91035689088,122236.34271876627,140544.6901168333,158900.05328415707,127025.02151752065,128343.9769758633
2025-01-16,178555.8899197373,178555.88991973753,178555.88991973753,127614.20813299097,160749.63745575404,163497.74777814362,141667.82938191434,122937.89905944084,141724.78493146162,159877.98105667747,126780.73945774518,127444.80035694173
2025-01-17,181346.04596414173,181346.04596414196,181346.04596414196,129104.15491621355,161752.07204040125,165141.55615810625,143587.94474263643,124108.05967078477,143589.13838897948,162210.59103456972,128053.61886783919,129595.86551586412
2025-01-21,184278.68115087095,184278.6811508712,184278.6811508712,131132.53480968584,163094.80308818043,168791.36149482956,146119.24332280815,124854.18453973961,143685.11325503,164951.98199313055,129225.741739201,130355.94340811892
2025-01-22,188954.21608964723,188954.2160896475,188954.2160896475,134336.09538222893,167157.8583558251,173222.98758300388,149332.99168052868,123178.1997034535,142154.58273457875,168858.54802223036,129952.2025028169,132022.65694638196
2025-01-23,190320.69579436906,190320.69579436933,190320.69579436933,134829.82041872683,168469.06200238387,174336.2967397201,150828.67815073364,124886.33193553078,144267.39298628666,170314.74899486676,130661.475855812,132303.34074207768
2025-01-24,189929.50678190196,189929.50678190222,189929.50678190222,134629.05646120803,170182.59616855116,173605.54237673042,151134.6408072768,127622.02698098717,145151.61748722932,170312.46031005646,130280.02708480497,131555.6794010098
